id,frame,timestamp,lat,long,alt,speed
389,373857,12.636810265481472,-0.000150458968946,-0.0001806971111168,2.997954607009888,0.0
389,374045,15.6423861682415,-0.000150068090889,-0.0002073438631866,2.9965028762817383,5.674845695701685
389,374262,18.64703556895256,-0.0001488700984708,-0.0003663022234944,2.997800588607788,8.103673661078629
389,374498,21.63909436762333,-0.0001482349409229,-0.0005836760929163,2.9981110095977783,7.4372079541331635
389,374763,24.635442666709423,-0.0001478189787178,-0.0007390209945235,2.9998598098754883,1.2420479829094846
389,375046,27.640191666781902,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,375330,30.63642706722021,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,375613,33.639794167131186,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,375895,36.635294668376446,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,376178,39.63815186545253,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,376462,42.64229136705399,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,376746,45.63965776562691,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,377031,48.6388969682157,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,377315,51.63482256606221,-0.0001478169397586,-0.0007397666663902,2.997528076171875,0.0
389,377595,54.64150966703892,-0.0001476765094423,-0.0007908330583842,2.9975380897521973,4.304816989695799
389,377865,57.63998616859317,-0.0001917578305068,-0.0009732294686444,2.9976372718811035,8.102799520811077
389,378079,60.63880096748471,-0.0003968755924574,-0.0010260832114299,2.99770188331604,8.144434611049668
389,378284,63.64821306616068,-0.0006169210643633,-0.0010286753121349,2.997709989547729,8.141079653624088
389,378473,66.63639876618981,-0.0008342029926922,-0.001011853283795,2.9977426528930664,8.112613330677124
389,378695,69.63983226567507,-0.001037562651561,-0.0009318063684089,2.9976747035980225,8.158376953629086
389,378951,72.63763346895576,-0.0011947410972084,-0.0007823822247882,2.997722148895264,8.116388766380307
389,379191,75.64322156831622,-0.0012555862766561,-0.0006072394609761,2.99796199798584,5.5914094329514334
389,379430,78.635527767241,-0.0012609626530633,-0.0004642642138901,2.996325731277466,7.39897471391086
389,379674,81.63713106885552,-0.001262576813346,-0.0002372069077376,2.997771739959717,8.116717454226857
389,379922,84.64699936658144,-0.0012639367049729,-1.7161018189513135e-05,2.9977142810821533,8.13904608886213
389,380169,87.64477916806936,-0.0012663804252071,0.0002020193514154,2.997713327407837,8.1395510746369
389,380428,90.64394606649876,-0.0012676562917022,0.0004213120408437,2.9977128505706787,8.139573814646825
389,380687,93.63815706595778,-0.0012617790541042,0.0006398910475914,2.997699737548828,8.128173402996275
389,380923,96.64476656541228,-0.0011671730325986,0.0008347124209386,2.997689723968506,8.142208680503439
389,381123,99.64627006649972,-0.0009843496429908,0.0009521185248867,2.997699737548828,8.137103680788318
389,381300,102.63995856791736,-0.0007686016192707,0.0009812782014277,2.9977357387542725,8.13166443348215
389,381489,105.6360237672925,-0.0005559718815106,0.0009831602689949,2.998080015182495,6.86925965066263
389,381692,108.6439471654594,-0.0004423298784104,0.0009839329440524,2.997480154037476,0.0001892093133848
389,381903,111.64922236651182,-0.0004423258347827,0.0009839330125884,2.997554063796997,0.0
389,382111,114.64830006659032,-0.0003940614350597,0.0009842606147504,2.9979236125946045,4.406848074464354
389,382316,117.64912186563016,-0.0001982261227482,0.0009855909673795,2.9977638721466064,8.125603303661862
